Source,Target,Type,Weight,movie_id,movie_title,release_date
P-2,P-3,Undirected,1,11,Star Wars,1977-05-25
P-62,P-287,Undirected,1,63,Twelve Monkeys,1995-12-29
P-62,P-290,Undirected,1,63,Twelve Monkeys,1995-12-29
P-287,P-290,Undirected,1,63,Twelve Monkeys,1995-12-29
P-325,P-326,Undirected,1,65,8 Mile,2002-11-08
P-325,P-328,Undirected,1,65,8 Mile,2002-11-08
P-325,P-53650,Undirected,1,65,8 Mile,2002-11-08
P-326,P-328,Undirected,1,65,8 Mile,2002-11-08
P-326,P-53650,Undirected,1,65,8 Mile,2002-11-08
P-328,P-53650,Undirected,1,65,8 Mile,2002-11-08
P-350,P-351,Undirected,1,66,Absolute Power,1997-02-14
P-73421,P-368,Undirected,1,69,Walk the Line,2005-09-13
P-73421,P-418,Undirected,1,69,Walk the Line,2005-09-13
P-368,P-418,Undirected,1,69,Walk the Line,2005-09-13
P-448,P-449,Undirected,1,70,Million Dollar Baby,2004-12-05
P-448,P-53650,Undirected,1,70,Million Dollar Baby,2004-12-05
P-448,P-454,Undirected,1,70,Million Dollar Baby,2004-12-05
P-449,P-53650,Undirected,1,70,Million Dollar Baby,2004-12-05
P-449,P-454,Undirected,1,70,Million Dollar Baby,2004-12-05
P-53650,P-454,Undirected,1,70,Million Dollar Baby,2004-12-05
P-478,P-477,Undirected,1,71,Billy Elliot,2000-09-28
P-819,P-827,Undirected,1,73,American History X,1998-07-01
P-500,P-501,Undirected,1,74,War of the Worlds,2005-06-28
P-500,P-504,Undirected,1,74,War of the Worlds,2005-06-28
P-500,P-35029,Undirected,1,74,War of the Worlds,2005-06-28
P-501,P-504,Undirected,1,74,War of the Worlds,2005-06-28
P-501,P-35029,Undirected,1,74,War of the Worlds,2005-06-28
P-504,P-35029,Undirected,1,74,War of the Worlds,2005-06-28
P-514,P-515,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-517,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-518,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-519,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-520,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-521,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-522,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-523,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-524,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-4774,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-70851,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-18979,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-517,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-518,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-519,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-520,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-521,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-522,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-523,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-524,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-4774,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-70851,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-18979,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-518,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-519,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-520,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-521,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-522,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-523,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-524,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-4774,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-70851,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-18979,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-519,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-520,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-521,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-522,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-523,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-524,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-4774,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-70851,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-18979,Undirected,1,75,Mars Attacks!,1996-12-13
P-519,P-520,Undirected,1,75,Mars Attacks!,1996-12-13
P-519,P-521,Undirected,1,75,Mars Attacks!,1996-12-13
P-519,P-522,Undirected,1,75,Mars Attacks!,1996-12-13
P-519,P-523,Undirected,1,75,Mars Attacks!,1996-12-13
P-519,P-524,Undirected,1,75,Mars Attacks!,1996-12-13
P-519,P-4774,Undirected,1,75,Mars Attacks!,1996-12-13
P-519,P-70851,Undirected,1,75,Mars Attacks!,1996-12-13
