Source,Target,Type,Weight,movie_id,movie_title,release_date
P-3,P-4,Undirected,1,11,Star Wars,1977-05-25
P-3,P-12248,Undirected,1,11,Star Wars,1977-05-25
P-4,P-12248,Undirected,1,11,Star Wars,1977-05-25
P-14,P-5293,Undirected,1,12,Finding Nemo,2003-05-30
P-85,P-114,Undirected,1,22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09
P-85,P-116,Undirected,1,22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09
P-85,P-8691,Undirected,1,22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09
P-114,P-116,Undirected,1,22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09
P-114,P-8691,Undirected,1,22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09
P-116,P-8691,Undirected,1,22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09
P-139,P-140,Undirected,1,24,Kill Bill: Vol. 1,2003-10-10
P-131,P-134,Undirected,1,25,Jarhead,2005-11-04
P-8349,P-3084,Undirected,1,28,Apocalypse Now,1979-05-19
P-8349,P-2975,Undirected,1,28,Apocalypse Now,1979-05-19
P-8349,P-3087,Undirected,1,28,Apocalypse Now,1979-05-19
P-8349,P-3,Undirected,1,28,Apocalypse Now,1979-05-19
P-8349,P-2778,Undirected,1,28,Apocalypse Now,1979-05-19
P-3084,P-2975,Undirected,1,28,Apocalypse Now,1979-05-19
P-3084,P-3087,Undirected,1,28,Apocalypse Now,1979-05-19
P-3084,P-3,Undirected,1,28,Apocalypse Now,1979-05-19
P-3084,P-2778,Undirected,1,28,Apocalypse Now,1979-05-19
P-2975,P-3087,Undirected,1,28,Apocalypse Now,1979-05-19
P-2975,P-3,Undirected,1,28,Apocalypse Now,1979-05-19
P-2975,P-2778,Undirected,1,28,Apocalypse Now,1979-05-19
P-3087,P-3,Undirected,1,28,Apocalypse Now,1979-05-19
P-3087,P-2778,Undirected,1,28,Apocalypse Now,1979-05-19
P-3,P-2778,Undirected,1,28,Apocalypse Now,1979-05-19
P-190,P-193,Undirected,1,33,Unforgiven,1992-08-07
P-190,P-192,Undirected,1,33,Unforgiven,1992-08-07
P-193,P-192,Undirected,1,33,Unforgiven,1992-08-07
P-206,P-204,Undirected,1,38,Eternal Sunshine of the Spotless Mind,2004-03-19
P-206,P-205,Undirected,1,38,Eternal Sunshine of the Spotless Mind,2004-03-19
P-206,P-103,Undirected,1,38,Eternal Sunshine of the Spotless Mind,2004-03-19
P-206,P-109,Undirected,1,38,Eternal Sunshine of the Spotless Mind,2004-03-19
P-204,P-205,Undirected,1,38,Eternal Sunshine of the Spotless Mind,2004-03-19
P-204,P-103,Undirected,1,38,Eternal Sunshine of the Spotless Mind,2004-03-19
P-204,P-109,Undirected,1,38,Eternal Sunshine of the Spotless Mind,2004-03-19
P-205,P-103,Undirected,1,38,Eternal Sunshine of the Spotless Mind,2004-03-19
P-205,P-109,Undirected,1,38,Eternal Sunshine of the Spotless Mind,2004-03-19
P-103,P-109,Undirected,1,38,Eternal Sunshine of the Spotless Mind,2004-03-19
P-85,P-114,Undirected,1,58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06
P-85,P-116,Undirected,1,58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06
P-114,P-116,Undirected,1,58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06
P-110,P-228,Undirected,1,59,A History of Violence,2005-09-23
P-110,P-227,Undirected,1,59,A History of Violence,2005-09-23
P-228,P-227,Undirected,1,59,A History of Violence,2005-09-23
P-62,P-287,Undirected,1,63,Twelve Monkeys,1995-12-29
P-62,P-290,Undirected,1,63,Twelve Monkeys,1995-12-29
P-287,P-290,Undirected,1,63,Twelve Monkeys,1995-12-29
P-325,P-326,Undirected,1,65,8 Mile,2002-11-08
P-190,P-193,Undirected,1,66,Absolute Power,1997-02-14
P-190,P-228,Undirected,1,66,Absolute Power,1997-02-14
P-193,P-228,Undirected,1,66,Absolute Power,1997-02-14
P-73421,P-368,Undirected,1,69,Walk the Line,2005-09-13
P-190,P-448,Undirected,1,70,Million Dollar Baby,2004-12-05
P-190,P-192,Undirected,1,70,Million Dollar Baby,2004-12-05
P-448,P-192,Undirected,1,70,Million Dollar Baby,2004-12-05
P-500,P-501,Undirected,1,74,War of the Worlds,2005-06-28
P-500,P-504,Undirected,1,74,War of the Worlds,2005-06-28
P-500,P-192,Undirected,1,74,War of the Worlds,2005-06-28
P-501,P-504,Undirected,1,74,War of the Worlds,2005-06-28
P-501,P-192,Undirected,1,74,War of the Worlds,2005-06-28
P-504,P-192,Undirected,1,74,War of the Worlds,2005-06-28
P-514,P-515,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-517,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-518,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-519,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-520,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-521,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-524,Undirected,1,75,Mars Attacks!,1996-12-13
P-514,P-70851,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-517,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-518,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-519,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-520,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-521,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-524,Undirected,1,75,Mars Attacks!,1996-12-13
P-515,P-70851,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-518,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-519,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-520,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-521,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-524,Undirected,1,75,Mars Attacks!,1996-12-13
P-517,P-70851,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-519,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-520,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-521,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-524,Undirected,1,75,Mars Attacks!,1996-12-13
P-518,P-70851,Undirected,1,75,Mars Attacks!,1996-12-13
P-519,P-520,Undirected,1,75,Mars Attacks!,1996-12-13
P-519,P-521,Undirected,1,75,Mars Attacks!,1996-12-13
P-519,P-524,Undirected,1,75,Mars Attacks!,1996-12-13
P-519,P-70851,Undirected,1,75,Mars Attacks!,1996-12-13
P-520,P-521,Undirected,1,75,Mars Attacks!,1996-12-13
P-520,P-524,Undirected,1,75,Mars Attacks!,1996-12-13
P-520,P-70851,Undirected,1,75,Mars Attacks!,1996-12-13
P-521,P-524,Undirected,1,75,Mars Attacks!,1996-12-13
P-521,P-70851,Undirected,1,75,Mars Attacks!,1996-12-13
P-524,P-70851,Undirected,1,75,Mars Attacks!,1996-12-13
P-72466,P-134,Undirected,1,82,Miami Vice,2006-07-27
P-3,P-707,Undirected,1,87,Indiana Jones and the Temple of Doom,1984-05-23
P-3,P-738,Undirected,1,89,Indiana Jones and the Last Crusade,1989-05-24
P-3,P-741,Undirected,1,89,Indiana Jones and the Last Crusade,1989-05-24
P-738,P-741,Undirected,1,89,Indiana Jones and the Last Crusade,1989-05-24
P-62,P-879,Undirected,1,95,Armageddon,1998-07-01
P-62,P-880,Undirected,1,95,Armageddon,1998-07-01
P-62,P-882,Undirected,1,95,Armageddon,1998-07-01
P-62,P-884,Undirected,1,95,Armageddon,1998-07-01
P-62,P-887,Undirected,1,95,Armageddon,1998-07-01
P-62,P-10017,Undirected,1,95,Armageddon,1998-07-01
P-879,P-880,Undirected,1,95,Armageddon,1998-07-01
P-879,P-882,Undirected,1,95,Armageddon,1998-07-01
P-879,P-884,Undirected,1,95,Armageddon,1998-07-01
P-879,P-887,Undirected,1,95,Armageddon,1998-07-01
P-879,P-10017,Undirected,1,95,Armageddon,1998-07-01
P-880,P-882,Undirected,1,95,Armageddon,1998-07-01
P-880,P-884,Undirected,1,95,Armageddon,1998-07-01
P-880,P-887,Undirected,1,95,Armageddon,1998-07-01
P-880,P-10017,Undirected,1,95,Armageddon,1998-07-01
P-882,P-884,Undirected,1,95,Armageddon,1998-07-01
P-882,P-887,Undirected,1,95,Armageddon,1998-07-01
P-882,P-10017,Undirected,1,95,Armageddon,1998-07-01
P-884,P-887,Undirected,1,95,Armageddon,1998-07-01
P-884,P-10017,Undirected,1,95,Armageddon,1998-07-01
P-887,P-10017,Undirected,1,95,Armageddon,1998-07-01
P-776,P-2632,Undirected,1,96,Beverly Hills Cop II,1987-05-18
P-934,P-73421,Undirected,1,98,Gladiator,2000-05-04
P-380,P-1038,Undirected,1,103,Taxi Driver,1976-02-09
P-521,P-1062,Undirected,1,105,Back to the Future,1985-07-03
P-976,P-287,Undirected,1,107,Snatch,2000-09-01
P-976,P-1121,Undirected,1,107,Snatch,2000-09-01
P-287,P-1121,Undirected,1,107,Snatch,2000-09-01
P-1158,P-1160,Undirected,1,111,Scarface,1983-12-09
P-1205,P-1204,Undirected,1,114,Pretty Woman,1990-03-23
P-1229,P-1230,Undirected,1,115,The Big Lebowski,1998-03-06
P-1229,P-1231,Undirected,1,115,The Big Lebowski,1998-03-06
P-1229,P-884,Undirected,1,115,The Big Lebowski,1998-03-06
P-1229,P-1233,Undirected,1,115,The Big Lebowski,1998-03-06
P-1230,P-1231,Undirected,1,115,The Big Lebowski,1998-03-06
P-1230,P-884,Undirected,1,115,The Big Lebowski,1998-03-06
P-1230,P-1233,Undirected,1,115,The Big Lebowski,1998-03-06
P-1231,P-884,Undirected,1,115,The Big Lebowski,1998-03-06
P-1231,P-1233,Undirected,1,115,The Big Lebowski,1998-03-06
P-884,P-1233,Undirected,1,115,The Big Lebowski,1998-03-06
P-1269,P-738,Undirected,1,117,The Untouchables,1987-06-03
P-1269,P-380,Undirected,1,117,The Untouchables,1987-06-03
